Year,Sample,Enclosure,CB,NV,WY,UT
2014,SBFLE456,LE,0.34,0.616222222,0.025444444,0.018555556
2014,SBFLE457,LE,0.036333333,0.734666667,0.212888889,0.015888889
2014,SBFLE458,LE,0.085888889,0.560555556,0.348666667,0.004777778
2014,SBFLE459,LE,0.523555556,0.448666667,0.019777778,0.007888889
2014,SBFLE460,LE,0.045111111,0.803444444,0.138555556,0.012888889
2014,SBFLE461,LE,0.061666667,0.694111111,0.237,0.007
2014,SBFLE462,LE,0.495222222,0.461333333,0.036555556,0.007
2014,SBFLE463,LE,0.048,0.598888889,0.331777778,0.021666667
2014,SBFLE464,LE,0.473444444,0.484444444,0.028666667,0.013777778
2014,SBFLE465,LE,0.017555556,0.378555556,0.588222222,0.015888889
2014,SBFLE466,LE,0.153444444,0.755777778,0.079111111,0.011666667
2014,SBFLE467,LE,0.090777778,0.872555556,0.030444444,0.006111111
2014,SBFLE468,LE,0.1,0.215,0.680888889,0.003888889
2014,SBFLE469,LE,0.573222222,0.390444444,0.028555556,0.007888889
2014,SBFLE470,LE,0.032,0.906222222,0.048888889,0.012666667
2014,SBFLE471,LE,0.174444444,0.801888889,0.015777778,0.007888889
2014,SBFLE472,LE,0.064888889,0.769666667,0.154,0.011222222
2014,SBFLE473,LE,0.111666667,0.834,0.032555556,0.022111111
2014,SBFLE474,LE,0.305,0.647777778,0.034,0.013666667
2014,SBFLE475,LE,0.312666667,0.650555556,0.022666667,0.013888889
2014,SBFLE476,LE,0.016444444,0.830888889,0.130888889,0.022
2014,SBFLE477,LE,0.393666667,0.558333333,0.027555556,0.020666667
2014,SBFLE478,LE,0.047444444,0.891666667,0.017222222,0.043666667
2014,SBFLE479,LE,0.141888889,0.814111111,0.028555556,0.015555556
2014,SBFLE480,LE,0.061777778,0.707111111,0.204,0.027
2014,SBFLE481,LE,0.132555556,0.823777778,0.031444444,0.012
2014,SBFLE482,LE,0.055555556,0.891888889,0.034222222,0.018222222
2014,SBFLE483,LE,0.381,0.378111111,0.233888889,0.007
2014,SBFLE484,LE,0.043444444,0.724888889,0.223666667,0.007888889
2014,SBFLE485,LE,0.117666667,0.802666667,0.063222222,0.016777778
2014,SBFLE486/62,LE,0.273,0.683333333,0.030555556,0.013111111
2014,SBFLE487,LE,0.260888889,0.706333333,0.022777778,0.009888889
2014,SBFLE488,LE,0.048555556,0.767333333,0.175,0.009
2014,SBFLE490,LE,0.365777778,0.556888889,0.061,0.016444444
2014,SBFLE491,LE,0.071555556,0.823555556,0.044777778,0.060111111
2014,SBFLE492,LE,0.063,0.426555556,0.504,0.006555556
2014,SBFLE493,LE,0.290888889,0.640444444,0.048444444,0.020333333
2014,SBFLE494,LE,0.336333333,0.613777778,0.024777778,0.025333333
2014,SBFLE495,LE,0.056555556,0.883111111,0.049222222,0.011
2014,SBFLE496,LE,0.548333333,0.417777778,0.022111111,0.011888889
2014,SBFLE497,LE,0.064333333,0.673444444,0.254666667,0.007666667
2014,SBFLE498,LE,0.024111111,0.941888889,0.019333333,0.014333333
2014,SBFLE499,LE,0.061333333,0.631,0.297666667,0.009888889
2014,SBFLE500,LE,0.030555556,0.843222222,0.115555556,0.010777778
2014,SBFLE501,LE,0.019888889,0.936666667,0.024666667,0.019
2014,SBFLE502,LE,0.159777778,0.495333333,0.336777778,0.008222222
2014,SBFLE503,LE,0.035111111,0.845777778,0.114222222,0.005
2014,SBFLE504,LE,0.163555556,0.753333333,0.073111111,0.009888889
2014,SBFLE505,LE,0.149333333,0.809888889,0.030111111,0.010777778
2014,SBFLE506,LE,0.076666667,0.831111111,0.068666667,0.023333333
2014,SBFLE507,LE,0.160666667,0.437333333,0.392888889,0.008888889
2014,SBFLE508,LE,0.341222222,0.563111111,0.087222222,0.008
2014,SBFLE509,LE,0.039222222,0.695666667,0.257111111,0.007888889
2014,SBFLE510,LE,0.159,0.761111111,0.062666667,0.017
2014,SBFLE511,LE,0.054222222,0.786222222,0.132666667,0.026888889
2014,SBFLE512,LE,0.490555556,0.418,0.070222222,0.021555556
2014,SBFLE513,LE,0.028444444,0.935111111,0.026777778,0.009777778
2014,SBFLE514,LE,0.088333333,0.596555556,0.297444444,0.017888889
2014,SBFLE515,LE,0.432555556,0.370444444,0.191555556,0.005111111
2014,SBFLE516,LE,0.057888889,0.604333333,0.313888889,0.023888889
2014,SBFLE517,LE,0.122888889,0.793555556,0.074,0.009888889
2014,SBFLE518,LE,0.120555556,0.613444444,0.204222222,0.061777778
2014,SBFLE519,LE,0.059666667,0.877111111,0.056222222,0.007111111
2014,SBFLE520,LE,0.245222222,0.681,0.021444444,0.052555556
2014,SBFLE521,LE,0.059777778,0.536,0.394111111,0.009888889
2014,SBFLE522,LE,0.076222222,0.539222222,0.372444444,0.012111111
2014,SBFLE523,LE,0.026,0.746444444,0.216666667,0.010888889
2014,SBFLE524,LE,0.039444444,0.747444444,0.204777778,0.008666667
2014,SBFLE525,LE,0.323,0.569888889,0.099888889,0.007555556
2014,SBFLE526,LE,0.143111111,0.503777778,0.343555556,0.009777778
2014,SBFLE527,LE,0.202,0.760333333,0.023777778,0.013777778
2014,SBFLE528,LE,0.074444444,0.823666667,0.093111111,0.008666667
2014,SBFLE529,LE,0.154888889,0.597444444,0.241555556,0.006222222
2014,SBFLE530,LE,0.106666667,0.862777778,0.019,0.011111111
2014,SBFLE531,LE,0.158222222,0.764111111,0.019777778,0.057777778
2014,SBFLE532,LE,0.155333333,0.713111111,0.118333333,0.013222222
2014,SBFLE533,LE,0.022777778,0.908333333,0.049666667,0.019333333
2014,SBFLE534,LE,0.322333333,0.628333333,0.024888889,0.024111111
2014,SBFLE535,LE,0.070222222,0.896333333,0.020111111,0.012888889
2014,SBFLE536,LE,0.100444444,0.500333333,0.373777778,0.025888889
2014,SBFLE537,LE,0.105111111,0.847111111,0.039222222,0.008444444
2014,SBFLE538,LE,0.272111111,0.654444444,0.018777778,0.054333333
2014,SBFLE539,LE,0.049888889,0.694222222,0.233555556,0.022222222
2014,SBFLE540,LE,0.063444444,0.872,0.038666667,0.025888889
2014,SBFLE541,LE,0.175666667,0.709222222,0.018777778,0.096333333
2014,SBFLE542,LE,0.217,0.710888889,0.063222222,0.009
2014,SBFLE543,LE,0.06,0.391888889,0.542777778,0.005333333
2014,SBFLE544,LE,0.148666667,0.782111111,0.029777778,0.039555556
2014,SBFLE545,LE,0.089555556,0.579555556,0.316,0.014555556
2014,SBFLE546,LE,0.049888889,0.905555556,0.035555556,0.008777778
2014,SBFLE547,LE,0.031111111,0.377333333,0.581555556,0.01
2014,SBFLE548,LE,0.219333333,0.685444444,0.084444444,0.010888889
2014,SBFLE549,LE,0.128111111,0.753111111,0.098111111,0.020777778
2014,SBFLE550,LE,0.056444444,0.874111111,0.062666667,0.006888889
2014,SBFLE551,LE,0.031888889,0.831333333,0.122333333,0.014222222
2014,SBFLE552,LE,0.058111111,0.269666667,0.665,0.007
2014,SBFLE553,LE,0.370777778,0.547555556,0.073444444,0.008222222
2014,SBFLE554,LE,0.063333333,0.903111111,0.024777778,0.008777778
2014,SBFLE555,LE,0.073666667,0.863333333,0.051444444,0.011666667
2014,SBFLE556,LE,0.056,0.453888889,0.483666667,0.006222222
2014,SBFLE557,LE,0.242333333,0.708444444,0.024777778,0.024666667
2014,SBFLE558,LE,0.147888889,0.492666667,0.330111111,0.029444444
2014,SBFLE559,LE,0.241888889,0.531,0.219222222,0.007888889
2014,SBFLE560,LE,0.258777778,0.695444444,0.035,0.010666667
2014,SBFLE561,LE,0.237666667,0.704111111,0.051111111,0.007111111
2014,SBFLE563,LE,0.270888889,0.697444444,0.024777778,0.007
2014,SBFLE564,LE,0.061444444,0.799222222,0.128111111,0.011111111
2014,SBFLE565,LE,0.020888889,0.941222222,0.024777778,0.013
2014,SBFLE566,LE,0.086111111,0.864666667,0.041111111,0.007888889
2014,SBFLE567,LE,0.046222222,0.924222222,0.019777778,0.009555556
2014,SBFLE568,LE,0.037777778,0.928333333,0.025777778,0.008
2014,SBFLE569,LE,0.390888889,0.448555556,0.152111111,0.008555556
2014,SBFLE570,LE,0.179333333,0.769777778,0.032666667,0.017888889
2014,SBFLE571,LE,0.025555556,0.916888889,0.019777778,0.037666667
2014,SBFLE572,LE,0.226888889,0.721666667,0.034444444,0.017
2014,SBFLE573,LE,0.051888889,0.800555556,0.131444444,0.016111111
2014,SBFLE574,LE,0.066555556,0.581111111,0.325333333,0.027222222
2014,SBFLE575,LE,0.075555556,0.569,0.344888889,0.010777778
2014,SBFLE576,LE,0.267111111,0.672666667,0.035777778,0.024333333
2014,SBFLE577,LE,0.044,0.250777778,0.699,0.006
2014,SBFLE578,LE,0.040111111,0.870111111,0.082,0.007666667
2014,SBFLE579,LE,0.069666667,0.600888889,0.317666667,0.011777778
2014,SBFLE580,LE,0.214,0.716444444,0.021888889,0.047222222
2014,SBFLE581,LE,0.079777778,0.880444444,0.018777778,0.021222222
2014,SBFLE582,LE,0.227222222,0.733222222,0.018777778,0.020777778
2014,SBFLE583,LE,0.054222222,0.423,0.515111111,0.007777778
2014,SBFLE584,LE,0.195111111,0.753,0.039222222,0.012888889
2014,SBFLE585,LE,0.026111111,0.718,0.247333333,0.008555556
2014,SBFLE586,LE,0.394888889,0.562555556,0.027,0.015666667
2014,SBFLE587,LE,0.068888889,0.786111111,0.113333333,0.031777778
2014,SBFLE588,LE,0.022333333,0.588888889,0.374222222,0.014777778
2014,SBFLE589,LE,0.169,0.788111111,0.035444444,0.007222222
2014,SBFLE590,LE,0.124777778,0.692666667,0.167111111,0.015222222
2014,SBFLE591,LE,0.190777778,0.458111111,0.344,0.007
2014,SBFLE592,LE,0.023,0.400888889,0.568666667,0.007222222
2014,SBFLE593,LE,0.280555556,0.681777778,0.016777778,0.020666667
2014,SBFLE594,LE,0.418888889,0.554222222,0.017777778,0.008888889
2014,SBFLE595,LE,0.127555556,0.736111111,0.070444444,0.065666667
2014,SBFLE596,LE,0.175444444,0.756666667,0.017222222,0.050888889
2014,SBFLE598,LE,0.496111111,0.460666667,0.035444444,0.007888889
2014,SBFLE599,LE,0.495,0.445444444,0.031666667,0.028111111
2014,SBFLE600,LE,0.115666667,0.855222222,0.022777778,0.006444444
2014,SBFLE601,LE,0.019888889,0.814444444,0.149777778,0.015777778
2014,SBFLE602,LE,0.269888889,0.689777778,0.022777778,0.018
2014,SBFLE603,LE,0.050888889,0.874666667,0.065111111,0.009111111
2014,SBFLE604,LE,0.145333333,0.559777778,0.286333333,0.008888889
2014,SBFLE605,LE,0.046,0.280555556,0.661444444,0.011888889
2014,SBFLE606,LE,0.12,0.502333333,0.371777778,0.006
2014,SBFLE607,LE,0.241,0.711777778,0.040777778,0.006111111
2014,SBFLE608,LE,0.491777778,0.391666667,0.109777778,0.006555556
2014,SBFLE609,LE,0.187555556,0.757111111,0.038555556,0.016777778
2014,SBFLE610,LE,0.033111111,0.664222222,0.283,0.019777778
2014,SBFLE611,LE,0.167,0.684444444,0.141444444,0.006888889
2014,SBFLE612,LE,0.256666667,0.705555556,0.027888889,0.009777778
2014,SBFLE613,LE,0.128444444,0.689777778,0.159,0.023
2014,SBFLE614,LE,0.034888889,0.709,0.246333333,0.009888889
2014,SBFLE615,LE,0.200444444,0.463444444,0.319222222,0.016888889
2014,SBFLE616,LE,0.033,0.886222222,0.064888889,0.016222222
2014,SBFLE617,LE,0.264555556,0.673555556,0.035111111,0.027
2014,SBFLE618,LE,0.194333333,0.738555556,0.058555556,0.008777778
2014,SBFLE619,LE,0.218555556,0.643111111,0.111666667,0.027
2014,SBFLE620,LE,0.358777778,0.601333333,0.027777778,0.012333333
2014,SBFLE621,LE,0.553333333,0.391,0.047555556,0.007888889
2014,SBFLE622,LE,0.461111111,0.496333333,0.032888889,0.009222222
2014,SBFLE623,LE,0.067888889,0.879111111,0.044888889,0.007777778
2014,SBFLE624,LE,0.032555556,0.358222222,0.596444444,0.012666667
2014,SBFLE625,LE,0.179666667,0.797111111,0.016777778,0.006111111
2014,SBFLE626,LE,0.042888889,0.630888889,0.310777778,0.015777778
2014,SBFLE627,LE,0.033111111,0.680111111,0.281,0.005777778
2014,SBFLE628,LE,0.267777778,0.665777778,0.047777778,0.018777778
2014,SBFLE630,LE,0.135,0.838444444,0.019777778,0.006888889
2014,SBFLE631,LE,0.060222222,0.886888889,0.029222222,0.023555556
2014,SBFLE632,LE,0.342111111,0.591333333,0.017777778,0.048555556
2014,SBFLE633,LE,0.030111111,0.936111111,0.025555556,0.008333333
2014,SBFLE634,LE,0.178333333,0.788888889,0.018888889,0.013666667
2014,SBFLE635,LE,0.186555556,0.625666667,0.179888889,0.007888889
2014,SBFLE637,LE,0.023444444,0.823333333,0.140777778,0.012444444
2014,SBFLE638,LE,0.366666667,0.495,0.113222222,0.024888889
2014,SBFLE639,LE,0.618444444,0.358777778,0.017777778,0.004777778
2014,SBFLE640,LE,0.019111111,0.236888889,0.735333333,0.008888889
2014,SBFLE642,LE,0.098555556,0.777777778,0.100333333,0.023555556
2014,SBFLE643,LE,0.203888889,0.742888889,0.031111111,0.022222222
2014,SBFLE644,LE,0.072888889,0.828888889,0.080111111,0.018111111
2014,SBFLE645,LE,0.025888889,0.732111111,0.225555556,0.016666667
2014,SBFLE646,LE,0.299666667,0.657555556,0.034777778,0.007888889
2014,SBFLE647,LE,0.128333333,0.591555556,0.255333333,0.024555556
2014,SBFLE648,LE,0.196555556,0.753555556,0.025666667,0.024333333
2014,SBFLE650,LE,0.372111111,0.59,0.026888889,0.010777778
2014,SBFLE652,LE,0.056444444,0.78,0.155444444,0.007888889
2014,SBFLE653,LE,0.366555556,0.580777778,0.036555556,0.016333333
2014,SBFLE654,LE,0.030666667,0.184888889,0.778555556,0.006111111
2014,SBFLE655,LE,0.375666667,0.565888889,0.030777778,0.027666667
2014,SBFLE656,LE,0.303555556,0.658,0.03,0.008666667
2014,SBFLE658,LE,0.077555556,0.867,0.041,0.014555556
2014,SBFLE659,LE,0.136444444,0.832,0.019,0.012666667
2014,SBFLE661,LE,0.253777778,0.676,0.062666667,0.007777778
2014,SBFLE663,LE,0.264111111,0.695444444,0.027222222,0.013444444
2014,SBFLE664,LE,0.081888889,0.866,0.045333333,0.006666667
2014,SBFLE665,LE,0.333111111,0.625333333,0.025555556,0.015888889
2014,SBFLE666,LE,0.033555556,0.915444444,0.031888889,0.019333333
2014,SBFLE667,LE,0.056888889,0.893777778,0.042555556,0.006888889
2014,SBFLE668,LE,0.086,0.789333333,0.113444444,0.011
2014,SBFLE669,LE,0.038777778,0.868,0.086333333,0.007111111
2014,SBFLE670,LE,0.140444444,0.814111111,0.025777778,0.019777778
2014,SBFLE672,LE,0.280333333,0.685555556,0.025555556,0.009
2014,SBFLE673,LE,0.041333333,0.670333333,0.277555556,0.011
2014,DE228,LE,0.020111111,0.433333333,0.539555556,0.006888889
2014,SBFALE2,LE,0.036444444,0.909333333,0.022666667,0.031222222
2014,SBFLE058,LE,0.093333333,0.866666667,0.023555556,0.016666667
2014,SBFLE062,LE,0.034,0.912555556,0.042111111,0.011444444
2014,SBFLE063,LE,0.088888889,0.882222222,0.017666667,0.011333333
2014,SBFLE065,LE,0.030777778,0.91,0.026777778,0.032222222
2014,SBFLE211,LE,0.409555556,0.557888889,0.021777778,0.011
2014,SBFLE219,LE,0.357888889,0.595333333,0.030444444,0.016444444
2014,SBFLE223,LE,0.056666667,0.493333333,0.440888889,0.008888889
2014,SBFLE246,LE,0.714444444,0.252666667,0.024777778,0.007888889
2014,SBFLE255,LE,0.042777778,0.455444444,0.482555556,0.019
2014,SBFLE258,LE,0.355666667,0.598666667,0.020777778,0.025222222
2014,SBFLE259,LE,0.439888889,0.494888889,0.057111111,0.008111111
2014,SBFLE261,LE,0.295111111,0.657,0.037666667,0.01
2014,SBFLE262,LE,0.335555556,0.585,0.069222222,0.010111111
2014,SBFLE266,LE,0.277777778,0.673333333,0.026444444,0.022777778
2014,SBFLE270,LE,0.068333333,0.889444444,0.034777778,0.007222222
2014,SBFLE275,LE,0.020222222,0.52,0.448222222,0.011555556
2014,SBFLE281,LE,0.321222222,0.643888889,0.022333333,0.012444444
2014,SBFLE284A,LE,0.038333333,0.907777778,0.034222222,0.019555556
2014,SBFLE285,LE,0.378777778,0.583,0.023777778,0.014444444
2014,SBFLE287,LE,0.029777778,0.442111111,0.519666667,0.008444444
2014,SBFLE289,LE,0.020888889,0.540222222,0.426,0.013111111
2014,SBFLE291,LE,0.124666667,0.836222222,0.030888889,0.008444444
2014,SBFLE293,LE,0.346555556,0.620111111,0.026666667,0.006777778
2014,SBFLE294,LE,0.030888889,0.589333333,0.369555556,0.009888889
2014,SBFLE296,LE,0.050888889,0.809333333,0.123444444,0.016777778
2014,SBFLE297,LE,0.496666667,0.476444444,0.021,0.006
2014,SBFLE298,LE,0.054333333,0.915666667,0.021777778,0.008777778
2014,SBFLE299,LE,0.481333333,0.487777778,0.023666667,0.007777778
2014,SBFLE301,LE,0.396666667,0.559,0.031555556,0.012888889
2014,SBFLE303,LE,0.300888889,0.650444444,0.038777778,0.009888889
2014,SBFLE306,LE,0.108333333,0.327333333,0.559666667,0.004888889
2014,SBFLE307,LE,0.304777778,0.651777778,0.026222222,0.017444444
2014,SBFLE589,LE,0.168777778,0.788222222,0.035444444,0.007333333
2014,SBFLE597A,LE,0.075666667,0.501555556,0.416444444,0.006222222
2014,SBFLE660A,LE,0.039666667,0.632333333,0.318555556,0.009333333
2014,SBFLE671A,LE,0.021888889,0.935555556,0.020444444,0.022111111
2014,SBFN01,LE,0.086555556,0.877666667,0.024111111,0.011666667
2014,SBFN09,LE,0.733777778,0.235555556,0.024777778,0.005777778
2014,SBFSE204,LE,0.294666667,0.567333333,0.129666667,0.008111111
2014,SBFSE210,LE,0.139111111,0.789444444,0.025666667,0.045777778
2014,SBFSE226,LE,0.220888889,0.633111111,0.131666667,0.014444444
2014,SBFSE229,LE,0.211333333,0.549666667,0.226333333,0.012555556
2014,SwissMiss,LE,0.048666667,0.882888889,0.041666667,0.026777778
2014,Caddis,LE,0.026,0.120333333,0.849666667,0.004
2014,DE216,LE,0.215333333,0.653777778,0.120555556,0.01
2014,Digger,LE,0.013222222,0.123333333,0.857666667,0.005777778
2014,Jack,LE,0.029,0.145555556,0.821222222,0.004777778
2014,Mick,LE,0.014777778,0.124444444,0.855888889,0.005111111
2014,Ming,LE,0.013777778,0.100333333,0.881111111,0.004777778
2014,Popsicle,LE,0.013777778,0.149777778,0.826777778,0.009444444
2014,SBFLE013,LE,0.046777778,0.919,0.024777778,0.009555556
2014,SBFLE202,LE,0.189,0.765111111,0.028888889,0.017
2014,SBFLE204,LE,0.266111111,0.693333333,0.031666667,0.008888889
2014,SBFLE209,LE,0.328666667,0.637,0.025,0.009
2014,SBFLE215,LE,0.276,0.687444444,0.024777778,0.011888889
2014,SBFLE241,LE,0.541111111,0.424777778,0.021,0.013
2014,SBFLE256A,LE,0.045888889,0.904666667,0.040555556,0.008888889
2014,SBFLE267,LE,0.317,0.643,0.023777778,0.016555556
2014,SBFLE268,LE,0.098333333,0.841333333,0.037,0.023333333
2014,SBFLE269,LE,0.020666667,0.944111111,0.024777778,0.010111111
2014,SBFLE272,LE,0.044444444,0.901777778,0.022888889,0.030555556
2014,SBFLE273A,LE,0.079888889,0.879111111,0.026777778,0.014111111
2014,SBFLE276,LE,0.05,0.532888889,0.386666667,0.030666667
2014,SBFLE277,LE,0.044777778,0.520111111,0.421222222,0.013888889
2014,SBFLE278,LE,0.025,0.675666667,0.281444444,0.017888889
2014,SBFLE279,LE,0.023555556,0.624777778,0.341111111,0.010888889
2014,SBFLE280,LE,0.149666667,0.797,0.042555556,0.010444444
2014,SBFLE282,LE,0.022777778,0.298444444,0.665333333,0.013777778
2014,SBFLE283,LE,0.087555556,0.875111111,0.017888889,0.019333333
2014,SBFLE286,LE,0.036555556,0.906111111,0.039888889,0.017444444
2014,SBFLE290,LE,0.028333333,0.383888889,0.569222222,0.018222222
2014,SBFLE300,LE,0.026777778,0.460777778,0.496,0.016777778
2014,SBFLE302,LE,0.024111111,0.563777778,0.404,0.008
2014,SBFLE304,LE,0.021555556,0.929777778,0.033777778,0.014888889
2014,SBFLE305,LE,0.337,0.628888889,0.019666667,0.014888889
2014,SBFLE308,LE,0.037111111,0.929777778,0.022777778,0.010666667
2014,SBFLE641A,LE,0.048666667,0.901222222,0.041888889,0.008111111
2014,SBFLE649A,LE,0.484666667,0.483444444,0.024777778,0.007111111
2014,SBFLE657A,LE,0.039777778,0.909222222,0.029333333,0.021888889
2014,SBFLE662A,LE,0.420111111,0.552777778,0.017888889,0.008888889
2014,SBFSE205,LE,0.362777778,0.530444444,0.036777778,0.070222222
2014,SBFSE209,LE,0.324888889,0.605888889,0.017777778,0.051333333
2014,SBFSE211,LE,0.406666667,0.414666667,0.171222222,0.007888889
2014,SBFSE220,LE,0.256555556,0.674666667,0.060111111,0.008888889
2014,SBFSE305,LE,0.145666667,0.762777778,0.065666667,0.026111111
2014,dead140421L,LE,0.204666667,0.550222222,0.231777778,0.013333333
2014,dead140421L,LE,0.441666667,0.508777778,0.035666667,0.013888889
2014,DEAD140509_,LE,0.019,0.542333333,0.424888889,0.013777778
2014,DEAD140513_,LE,0.025111111,0.941,0.026777778,0.007
2014,dead140520L,LE,0.370888889,0.591444444,0.022777778,0.015
2014,dead140520L,LE,0.055222222,0.595555556,0.321444444,0.027888889
2014,dead140520L,LE,0.066444444,0.851555556,0.074777778,0.006888889
2014,dead140520L,LE,0.079666667,0.828222222,0.080777778,0.011555556
2014,dead140520L,LE,0.036333333,0.728333333,0.177777778,0.057666667
2014,dead140520L,LE,0.057555556,0.768222222,0.162111111,0.012
2014,dead140520L,LE,0.174333333,0.459111111,0.354777778,0.012
2014,dead140520L,LE,0.121666667,0.548444444,0.321777778,0.008
2014,dead140520L,LE,0.034555556,0.927666667,0.030777778,0.007
2014,dead140626_,LE,0.058333333,0.906,0.024777778,0.010888889
2014,dead140725_,LE,0.080444444,0.879555556,0.021,0.018777778
2014,SBFSE401,SE,0.176444444,0.311111111,0.504555556,0.008
2014,SBFSE402,SE,0.152777778,0.746888889,0.065444444,0.035111111
2014,SBFSE403,SE,0.016777778,0.507333333,0.458222222,0.017666667
2014,SBFSE404,SE,0.193111111,0.623111111,0.144666667,0.039
2014,SBFSE405,SE,0.031111111,0.900555556,0.046777778,0.021444444
2014,SBFSE406,SE,0.168777778,0.338222222,0.485222222,0.007888889
2014,SBFSE407,SE,0.302888889,0.604555556,0.025222222,0.067
2014,SBFSE408,SE,0.028111111,0.509777778,0.454333333,0.007333333
2014,SBFSE409,SE,0.510333333,0.087111111,0.021111111,0.381444444
2014,SBFSE410,SE,0.362333333,0.575333333,0.034888889,0.027444444
2014,SBFSE411,SE,0.017111111,0.881444444,0.093555556,0.007777778
2014,SBFSE412,SE,0.046777778,0.576,0.023777778,0.353444444
2014,SBFSE413,SE,0.096555556,0.728111111,0.159444444,0.015888889
2014,SBFSE414,SE,0.029888889,0.691666667,0.139111111,0.139222222
2014,SBFSE415,SE,0.028,0.929777778,0.026777778,0.015666667
2014,SBFSE416,SE,0.050111111,0.904555556,0.031666667,0.013888889
2014,SBFSE417,SE,0.036111111,0.819666667,0.083222222,0.061
2014,SBFSE418,SE,0.176444444,0.654444444,0.137111111,0.032222222
2014,SBFSE419,SE,0.351777778,0.561222222,0.04,0.046777778
2014,SBFSE420,SE,0.334444444,0.237222222,0.289777778,0.138666667
2014,SBFSE421,SE,0.190555556,0.498777778,0.078888889,0.231666667
2014,SBFSE422,SE,0.297555556,0.516777778,0.054,0.131777778
2014,SBFSE423,SE,0.060666667,0.809444444,0.070111111,0.059666667
2014,SBFSE424,SE,0.250111111,0.672555556,0.058222222,0.019
2014,SBFSE425,SE,0.108333333,0.644555556,0.196777778,0.050111111
2014,SBFSE426,SE,0.269,0.644333333,0.058666667,0.027888889
2014,SBFSE427,SE,0.038888889,0.735555556,0.217111111,0.008111111
2014,SBFSE428,SE,0.024888889,0.898,0.041444444,0.035888889
2014,SBFSE429,SE,0.122222222,0.768333333,0.054555556,0.055
2014,SBFSE430,SE,0.100777778,0.795444444,0.089111111,0.015
2014,SBFSE431,SE,0.096222222,0.302555556,0.037111111,0.563555556
2014,SBFSE432,SE,0.098,0.669,0.211555556,0.021222222
2014,SBFSE433,SE,0.254111111,0.444222222,0.037777778,0.263888889
2014,SBFSE434,SE,0.040333333,0.858222222,0.086333333,0.015111111
2014,SBFSE435,SE,0.151444444,0.694888889,0.136555556,0.017
2014,SBFSE436,SE,0.074777778,0.801444444,0.104333333,0.019333333
2014,SBFSE437,SE,0.299555556,0.613444444,0.077555556,0.009222222
2014,SBFSE438,SE,0.059111111,0.753,0.167222222,0.020555556
2014,SBFSE439,SE,0.066555556,0.748666667,0.158222222,0.026444444
2014,SBFSE440,SE,0.100444444,0.854888889,0.038333333,0.006444444
2014,SBFSE441,SE,0.233444444,0.504222222,0.124888889,0.137222222
2014,SBFSE442,SE,0.101444444,0.403555556,0.486888889,0.008
2014,SBFSE443,SE,0.143,0.779111111,0.069222222,0.008888889
2014,SBFSE444,SE,0.375888889,0.405111111,0.041666667,0.177777778
2014,SBFSE445,SE,0.100888889,0.863555556,0.021,0.014666667
2014,SBFSE446,SE,0.030444444,0.442777778,0.516111111,0.010888889
2014,SBFSE447,SE,0.083,0.837666667,0.045666667,0.033666667
2014,SBFSE448,SE,0.082222222,0.834888889,0.056222222,0.026666667
2014,SBFSE449,SE,0.060555556,0.681888889,0.161777778,0.095666667
2014,SBFSE450,SE,0.040555556,0.706222222,0.103444444,0.149666667
2014,SBFSE451,SE,0.163555556,0.474333333,0.352111111,0.009888889
2014,SBFSE452,SE,0.133,0.534444444,0.116222222,0.216444444
2014,SBFSE453,SE,0.134555556,0.78,0.074666667,0.010888889
2014,SBFSE454,SE,0.16,0.739333333,0.09,0.010888889
2014,SBFSE455,SE,0.044222222,0.837222222,0.036222222,0.082555556
2014,SBFSE456,SE,0.029777778,0.713666667,0.153666667,0.102555556
2014,SBFSE457,SE,0.037888889,0.891888889,0.054111111,0.016555556
2014,SBFSE458,SE,0.015888889,0.338888889,0.638444444,0.006666667
2014,SBFSE459,SE,0.017222222,0.850444444,0.119555556,0.012888889
2014,SBFSE460,SE,0.247888889,0.695,0.046555556,0.010666667
2014,SBFSE461,SE,0.354333333,0.428333333,0.21,0.007666667
2014,SBFSE462,SE,0.220333333,0.671888889,0.074333333,0.033222222
2014,SBFSE463,SE,0.176,0.448333333,0.303777778,0.072111111
2014,SBFSE464,SE,0.031888889,0.869888889,0.055222222,0.042888889
2014,SBFSE465,SE,0.204222222,0.336111111,0.452,0.007888889
2014,SBFSE466,SE,0.411,0.489222222,0.033,0.067111111
2014,SBFSE467,SE,0.051888889,0.577444444,0.057,0.313888889
2014,SBFSE468,SE,0.056222222,0.781888889,0.073222222,0.088555556
2014,SBFSE469,SE,0.100555556,0.763666667,0.108444444,0.027111111
2014,SBFSE470,SE,0.109333333,0.494666667,0.027888889,0.367888889
2014,SBFSE471,SE,0.028,0.780777778,0.078444444,0.112888889
2014,SBFSE472,SE,0.073111111,0.879333333,0.031333333,0.016
2014,SBFSE473,SE,0.012444444,0.365222222,0.615777778,0.006555556
2014,SBFSE474,SE,0.253,0.390222222,0.029222222,0.327666667
2014,SBFSE475,SE,0.337111111,0.437222222,0.214666667,0.011
2014,SBFSE476,SE,0.060333333,0.739888889,0.149555556,0.050111111
2014,SBFSE477,SE,0.072444444,0.73,0.172777778,0.024777778
2014,SBFSE478,SE,0.097888889,0.704888889,0.034666667,0.162666667
2014,SBFSE479,SE,0.391555556,0.537444444,0.049333333,0.022
2014,SBFSE480,SE,0.137666667,0.615888889,0.069555556,0.177
