RELEASE_YEAR	SAMPLE	Detections	Release_Date	Weight	CB_ANCESTRY	HL	Sex
2016	BE1205	0	113	160	0.073444444	0.346825937	2
2016	BE1206	0	113	177	0.146111111	0.597225156	2
2016	BE1207	0	113	149	0.316888889	0.157470886	2
2016	BE1204	0	113	132	0.099666667	0.168236126	2
2014	BE0401	1	115	314	0.548333333	0.230430902	1
2014	BE0402	0	115	151	0.408222222	0.174754456	2
2014	BE0403	0	115	158	0.027777778	0.111046298	1
2014	BE0404	0	115	168	0.710888889	0.328769647	2
2014	BE0406	0	115	283	0.048888889	0.053463798	1
2014	BE0407	0	115	207	0.419777778	0.417164995	1
2014	BE0409	0	115	347	0.601	0.181875938	1
2014	BE0410	0	115	174	0.658222222	0.328683864	2
2014	BE0412	0	115	176	0.328333333	0.1031708	2
2016	LE1003	0	119	195	0.291111111	0.313084792	1
2016	LE1004	0	119	154	0.169777778	0.341551807	1
2016	LE1005	0	119	298	0.182111111	0.238399278	1
2016	LE1001	0	160	368	0.188333333	0.215511201	2
2016	LE1006	0	163	189	0.149666667	0.16868103	2
2016	LE1008	0	163	128	0.191222222	0.173409196	2
2016	LE1011	0	163	218	0.118555556	0.055858986	2
2016	LE1012	1	163	126	0.105111111	0.255246874	1
2016	LE1013	0	163	268	0.233444444	0.291970085	2
2016	LE1014	0	163	129	0.271222222	0.226237732	1
2016	LE1015	0	163	249	0.291777778	0.053325402	1
2016	LE1016	1	163	230	0.250444444	0.235586633	1
2016	LE1017	0	163	192	0.122555556	0.411054227	1
2016	LE1018	0	163	212	0.100333333	0.349591568	1
2016	LE1019	0	163	273	0.117777778	0.118974028	2
2016	LE1020	0	163	257	0.322	0.294249364	2
2016	LE1021	0	163	128	0.163222222	0.349440261	2
2016	BE1208	0	164	127	0.125666667	0.234636814	2
2016	BE1209	0	164	135	0.213333333	0.526519688	1
2016	BE1210	0	164	231	0.311	0.162597306	1
2016	BE1211	0	164	184	0.177777778	0.460451228	2
2016	LE1022	0	177	188	0.140333333	0.157811158	2
2015	SBFSE701	0	107	158	0.1243	0.194443178	1
2016	BE1264	0	111	219	0.275777778	0.105565988	1
2016	BE1266	0	111	425	0.266777778	0.282941269	1
2016	BE1269	0	111	371	0.091777778	0.161954025	1
2016	BE1270	0	111	247	0.277222222	0.102476637	2
2016	BE1271	0	111	365	0.083777778	0.280208376	1
2015	SBFLE702	0	112	208	0.0853	0.103032404	2
2014	SBFSE402	0	112	238	0.152777778	0.053325402	1
2014	SBFSE414	0	112	224	0.029888889	0.221066974	1
2014	DE403	0	112	234	0.012888889	0.120795963	2
2014	DE405	0	112	180	0.029888889	0.232109006	1
2014	DE409	0	112	253	0.019222222	0.525205819	2
2014	DE410	0	112	202	0.014777778	0.461303739	1
2014	DE412	1	112	155	0.045222222	0.191926729	2
2014	DE413	0	112	223	0.013	0.245787364	1
2014	DE419	1	112	245	0.011777778	0.107289501	2
2014	DE420	0	112	218	0.032888889	0.484186888	1
2014	DE422	0	112	156	0.027222222	0.107763885	2
2014	DE424	1	112	169	0.024333333	0.235188627	2
2014	DE425	0	112	151	0.015333333	0.370471128	1
2014	SBFSE403	0	112	236	0.016777778	0.059258942	1
2014	SBFSE405	0	112	209	0.031111111	0.22684866	2
2014	SBFSE408	0	112	241	0.028111111	0.165804199	2
2014	SBFSE412	0	112	222	0.046777778	0.053463798	1
2015	SBFLE703	0	112	214	0.0865	0.283934062	2
2015	SBFLE704	0	112	336	0.1123	0.115644616	2
2015	SBFLE705	0	112	258	0.2756	0.113976981	1
2015	SBFLE708	0	112	197	0.211	0.260829461	1
2015	SBFLE709	0	112	149	0.3511	0.1739398	2
2015	SBFLE713	0	112	193	0.3087	0.19378984	1
2015	SBFLE715	0	112	162	0.236	0.169653503	1
2015	SBFLE716	0	112	209	0.1912	0.293918276	2
2015	SBFLE717	0	112	182	0.07	0.377121969	2
2015	SBFLE718	0	112	217	0.1539	0.223152547	2
2015	SBFLE720	0	112	187	0.2398	0.188542863	1
2015	SBFLE721	0	112	139	0.1879	0.052769636	2
2015	SBFLE724	0	112	141	0.2424	0.178506326	2
2015	SBFLE712	0	112	167	0.3328	0.1962745	2
2015	SBFLE707	0	112	270	0.2556	0.310713706	1
2015	SBFLE723	0	112	203	0.0655	0.249752164	1
2014	DE408	0	112	152	0.019	0.174939646	2
2014	SBFSE411	0	112	204	0.017111111	0.166328665	2
2014	SBFSE425	0	112	263	0.108333333	0.168371543	1
2014	SBFSE430	0	112	260	0.100777778	0.343646878	2
2014	SBFSE432	0	112	227	0.098	0.109624567	2
2014	DE418	0	112	193	0.024333333	0.445988471	1
2014	DE416	0	112	258	0.017111111	0.624959066	2
2014	DE402	0	112	153	0.027666667	0.411161234	2
2015	BE0701	0	114	223	0.1276	0.184884343	1
2015	BE0702	0	114	135	0.0913	0.129728625	2
2015	BE0704	0	114	140	0.1689	0.158340209	2
2015	BE0706	0	114	362	0.0621	0.177274725	2
2015	BE0707	0	114	137	0.4265	0.193598587	1
2015	BE0708	0	114	142	0.2327	0.114951021	2
2015	BE0709	0	114	170	0.2375	0.116382463	2
2015	BE0710	0	114	256	0.1691	0.2278977	2
2015	BE0711	0	114	258	0.1836	0	1
2015	BE0713	0	114	139	0.3576	0.259905809	1
2015	BE0714	0	114	276	0.3952	0.108772277	1
2015	BE0716	0	114	153	0.383	0.226209136	1
2015	BE0718	0	114	292	0.364	0.181543423	2
2015	BE0719	0	114	149	0.4791	0.287411749	1
2015	BE0720	0	114	155	0.194	0.208741373	1
2015	BE0721	0	114	310	0.4166	0.340872827	1
2015	BE0723	0	114	338	0.1551	0.055858986	1
2015	BE0724	0	114	419	0.1563	0.222213341	2
2015	BE0725	0	114	173	0.4061	0.273081707	1
2015	BE0726	0	114	129	0.265	0.221014293	1
2015	BE0727	0	114	297	0.0897	0.226794197	2
2015	BE0728	0	114	368	0.1036	0.222213341	1
2015	BE0729	0	114	315	0.4707	0.295724154	2
2015	BE0731	0	114	294	0.2467	0.213329872	2
2014	BE0414	0	115	180	0.199555556	0.105570573	1
2014	BE0415	0	115	181	0.015777778	0.163291468	2
2014	BE0416	0	115	284	0.310777778	0.335451787	1
2014	BE0418	0	115	336	0.197555556	0.347699909	1
2016	LE1000	0	119	158	0.158777778	0.101952172	2
2016	LE1002	0	119	144	0.102111111	0.23975958	2
2015	BE0732	0	119	311	0.2632	0.293602718	1
2015	BE0733	0	119	160	0.4383	0.223513102	1
2015	BE0734	0	119	371	0.3453	0.2811517	1
2015	BE0735	0	119	147	0.3998	0.40202972	2
2015	BE0736	0	119	160	0.1883	0.299259411	1
2015	BE0737	0	119	128	0.2034	0.155277574	1
2015	BE0738	0	119	349	0.172	0.221392684	2
2015	BE0740	0	119	171	0.2782	0.104007088	2
2015	BE0741	0	119	404	0.485	0.162996632	1
2015	BE0742	0	119	209	0.1197	0.113289631	1
2015	BE0743	0	119	146	0.1148	0.111504113	2
2015	BE0744	0	119	129	0.1278	0.156496202	1
2015	BE0747	0	119	353	0.152	0.117469636	2
2015	BE0750	0	119	196	0.1295	0.06810415	2
2015	BE0751	0	119	254	0.4793	0.273000322	1
2015	BE0756	0	119	437	0.2688	0.168205296	1
2015	BE0758	0	119	333	0.1323	0.178154412	2
2015	BE0759	0	119	379	0.2187	0.329984822	2
2015	SBFLE706	0	120	103	0.1301	0.171329946	1
2015	SBFLE710	0	120	110	0.0861	0.129708438	1
2015	SBFLE726	0	120	132	0.1026	0.162996632	2
2014	SBFLE404	1	120	252	0.025333333	0.17212834	2
2014	SBFLE405	0	120	152	0.031111111	0.110159073	1
2014	SBFLE414	0	120	161	0.224777778	0.108104157	1
2014	SBFLE416	1	120	362	0.030555556	0.052769636	2
2014	SBFLE418	0	120	199	0.201777778	0.262347297	1
2014	SBFLE419	0	120	154	0.192777778	0.118664541	2
2014	SBFLE421	1	120	217	0.142333333	0.160873793	1
2014	SBFLE422	0	120	195	0.015222222	0.355842856	1
2014	SBFLE423	0	120	281	0.019666667	0.215060982	1
2014	SBFLE431	0	120	320	0.031666667	0.123623397	2
2014	SBFLE432	0	120	247	0.115111111	0.11889547	1
2014	SBFLE433	0	120	282	0.397222222	0.269243525	2
2015	SBFLE727	0	120	237	0.2494	0.227630485	2
2015	SBFLE728	0	120	319	0.1004	0.180377743	1
2015	SBFLE729	0	120	378	0.2581	0.180798988	1
2015	SBFLE730	0	120	161	0.2925	0.126556808	1
2015	SBFLE731	0	120	184	0.0835	0	1
2015	SBFLE732	0	120	276	0.14	0.116101427	1
2015	SBFLE733	0	120	203	0.2269	0.235331214	2
2015	SBFLE734	0	120	206	0.1062	0.337720004	1
2015	SBFLE736	0	120	165	0.0812	0.113541469	2
2015	SBFLE738	0	120	197	0.2585	0.118724691	1
2015	SBFLE711	0	120	172	0.0596	0.179061132	2
2014	SBFLE408	1	120	157	0.083555556	0.119761243	1
2014	SBFLE412	0	120	167	0.058777778	0.186509302	2
2014	SBFLE429	0	120	316	0.167	0.182680424	2
2014	SBFLE403	0	120	167	0.053444444	0.321855855	1
2012	SBFSE020	0	122	280	0.4201	0.062661465	1
2013	SBFLE205	1	122	210	0.344	0.174561256	1
2013	SBFSE202	0	122	313	0.03975	0.180857405	1
2013	SBFSE203	0	122	168	0.07875	0.227709282	2
2013	SBFSE207	0	122	182	0.051875	0.118537656	1
2013	SBFSE212	1	122	213	0.08425	0	1
2013	SBFSE213	0	122	196	0.056375	0.180698717	2
2013	SBFSE214	0	122	185	0.04575	0.29464928	1
2013	SBFSE221	0	122	197	0.028625	0.17993993	2
2013	SBFSE222	0	122	335	0.046	0.127882392	2
2013	SBFSE223	0	122	211	0.029625	0.180888541	1
2013	SBFSE225	0	122	188	0.078625	0.101952172	2
2013	SBFSE228	0	122	312	0.261875	0.279282423	1
2013	SBFSE231	1	122	348	0.191125	0.181205896	2
2013	SBFSE232	0	122	182	0.0375	0.251945965	2
2013	SBFSE233	0	122	262	0.069875	0.15987066	2
2012	SBFSE019	0	122	261	0.5984	0.183032762	2
2013	SBFLE203	0	122	354	0.073	0.116609626	2
2013	SBFLE207	0	122	219	0.0943	0.169935028	1
2013	SBFLE214	0	122	305	0.332	0.162291346	1
2013	SBFSE201	0	122	178	0.0795	0.423193674	1
2013	SBFLE206	1	12	210	0.1247	0.230027923	1
2013	SBFLE208	0	12	236	0.1202	0.112385671	2
2013	SBFLE210	0	12	238	0.0649	0.235416328	1
2013	SBFLE201	0	123	212	0.3336	0.057582499	1
2015	SBFLE722	0	126	350	0.1194	0.07373303	1
2015	SBFLE739	0	126	175	0.2439	0.197557933	1
2015	BE0703	0	125	204	0.1977	0.107625489	1
2015	BE0705	0	125	184	0.2628	0.1239919	1
2015	BE0712	0	125	199	0.193	0.121326179	2
2015	BE0717	0	125	185	0.0987	0.525452216	2
2015	BE0722	0	125	218	0.0802	0.171653955	1
2015	BE0730	0	125	182	0.3155	0.129890668	1
2015	BE0739	0	125	171	0.2847	0.347617697	2
2015	BE0745	0	125	161	0.5386	0.393698399	1
2015	BE0746	0	125	136	0.1291	0.052245171	2
2015	BE0749	0	125	150	0.2511	0.1031708	1
2015	BE0757	0	125	165	0.405	0.268974999	2
2015	BE0764	0	125	190	0.088	0.305263217	1
2015	BE0766	0	125	126	0.1295	0.106789201	2
2015	BE0768	0	125	256	0.0772	0.16482493	1
2015	BE0770	0	125	213	0.0894	0.055857709	1
2015	BE0772	0	125	226	0.1977	0.185843282	1
2015	BE0774	0	125	220	0.1201	0.171579754	2
2015	BE0775	0	125	156	0.3101	0.226965288	1
2015	BE0779	0	125	175	0.1072	0.195799626	1
2015	BE0783	0	125	258	0.1866	0.359521179	2
2015	BE0785	0	125	363	0.2545	0.343913111	1
2015	BE0786	0	125	230	0.1748	0.175968301	1
2015	BE0788	0	125	165	0.4848	0.279836993	2
2015	BE0790	0	125	323	0.1356	0.116695426	1
2015	BE0791	0	125	164	0.2462	0.294995785	1
2015	BE0793	0	125	216	0.4035	0.126601822	2
2015	BE0795	0	125	357	0.2063	0.177630299	2
2015	BE0796	0	125	285	0.108	0.13694856	2
2015	BE0800	0	125	226	0.3251	0.195662093	1
2015	SBFLE740	0	125	387	0.1062	0.233992305	2
2015	SBFLE741	0	125	131	0.1394	0.337290938	1
2015	SBFLE742	0	125	279	0.2386	0.16539182	2
2015	SBFLE743	0	125	243	0.1457	0.293917555	2
2015	SBFLE744	0	125	218	0.0708	0.122786221	2
2014	DE437	0	128	184	0.174777778	0.052245171	1
2014	DE453	0	128	168	0.233333333	0.132166053	1
2014	DE441	0	128	213	0.012888889	0.250095919	1
2014	DE447	0	128	173	0.160444444	0.160614903	2
2014	DE429	0	128	148	0.027333333	0.049707001	1
2014	DE430	0	128	213	0.401222222	0.16868103	2
2014	DE432	0	128	213	0.140222222	0.055858986	1
2014	DE433	0	128	292	0.396888889	0.116520858	1
2014	DE442	0	128	198	0.225333333	0.203619453	1
2014	DE448	0	128	201	0.032777778	0.37905591	1
2014	DE449	0	128	342	0.021888889	0.107289501	1
2014	DE450	0	128	371	0.049333333	0.274163424	2
2014	DE428	0	128	187	0.013888889	0.428002084	1
2014	DE444	0	128	258	0.012666667	0.407377566	1
2014	SBFSE424	0	129	225	0.250111111	0.052769636	2
2014	DE407	0	129	269	0.035333333	0.122256441	1
2014	DE414	0	129	216	0.014777778	0.232807785	2
2014	DE426	0	129	261	0.016333333	0.263019786	2
2014	SBFSE409	0	129	213	0.510333333	0.16326603	2
2014	SBFSE427	0	129	170	0.038888889	0.219125016	2
2014	SBFSE431	0	129	158	0.096222222	0.297448931	1
2014	SBFSE417	0	129	189	0.036111111	0.288254239	2
2014	SBFSE440	0	129	170	0.100444444	0.215103407	1
2014	SBFSE442	0	129	243	0.101444444	0.062560222	2
2014	SBFSE447	0	129	155	0.083	0.229247605	2
2014	SBFSE451	0	129	263	0.163555556	0.395144006	2
2014	SBFSE464	0	129	185	0.031888889	0.214914989	2
2014	SBFSE421	0	129	193	0.190555556	0.1811948	2
2014	SBFSE436	0	129	208	0.074777778	0.1031708	1
2014	SBFSE437	0	129	165	0.299555556	0.402005212	2
2014	SBFSE438	0	129	185	0.059111111	0.18081641	2
2014	SBFSE443	0	129	218	0.143	0.217453159	2
2014	SBFSE444	0	129	229	0.375888889	0.331389082	2
2014	SBFSE445	0	129	204	0.100888889	0.266418289	2
2014	SBFSE448	0	129	157	0.082222222	0.158478605	2
2014	SBFSE449	0	129	149	0.060555556	0.157811158	2
2014	SBFSE452	0	129	196	0.133	0.558281635	1
2014	SBFSE453	0	129	182	0.134555556	0.066650299	2
2014	SBFSE454	0	129	371	0.16	0.15580204	2
2014	SBFSE455	0	129	346	0.044222222	0.118916046	1
2014	SBFSE456	0	129	302	0.029777778	0.117421801	1
2014	SBFSE457	0	129	179	0.037888889	0.133478321	1
2014	SBFSE458	0	129	201	0.015888889	0.291306038	2
2014	SBFSE459	0	129	161	0.017222222	0.181132572	2
2014	SBFSE460	0	129	221	0.247888889	0.115067348	2
2014	SBFSE461	0	129	274	0.354333333	0.278954607	1
2014	SBFSE462	0	129	195	0.220333333	0.220166495	2
2014	SBFSE435	0	129	148	0.151444444	0.290888392	2
2016	BE1203	0	133	190	0.140444444	0.173663119	1
2014	SBFLE406	0	134	188	0.015777778	0.421683124	1
2014	SBFLE411	0	134	201	0.050333333	0.231405586	1
2014	SBFLE407	0	134	206	0.134	0.103032404	2
2014	SBFLE427	0	134	208	0.020444444	0.065203722	1
2014	SBFLE438	0	134	251	0.363111111	0.057044945	2
2014	SBFLE445	0	134	243	0.081777778	0.112584344	2
2014	SBFLE448	0	134	231	0.398222222	0.199714901	2
2014	SBFLE449	0	134	143	0.072666667	0.29431707	1
2014	SBFLE454	0	134	332	0.033666667	0.102476637	2
2014	SBFLE455	0	134	227	0.436	0.293192913	1
2014	SBFLE456	0	134	381	0.34	0.342181971	2
2014	SBFLE457	0	134	165	0.036333333	0.308368038	1
2014	SBFLE458	0	134	143	0.085888889	0.108104157	1
2014	SBFLE459	0	134	230	0.523555556	0.231133125	2
2014	SBFLE461	0	134	252	0.061666667	0.107625489	2
2014	DE435	0	134	157	0.015777778	0.399873251	2
2014	DE452	0	134	179	0.336555556	0.189622371	2
2014	SBFLE426	0	134	196	0.016666667	0.109322785	1
2014	SBFLE436	0	134	167	0.046777778	0.106789201	2
2014	SBFLE447	0	134	163	0.114888889	0.295666172	2
2014	SBFLE453	0	134	321	0.156111111	0.065034496	1
